no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
136,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“좋은 기획안을 AI로 만들어줘”라는 요청을 받았다. 가장 적절한 첫 조치는?,무엇이 ‘좋은’ 결과인지 성공 기준을 먼저 정한다,AI에게 좋은 기획안의 기준까지 정해서 만들게 한다,일단 그럴듯한 기획안을 만든 뒤 좋은지 판단한다,‘좋은’은 주관적이니 기준 없이 진행한다,,1,정답 근거 성공 기준이 없으면 결과를 평가할 수 없으므로 ‘좋음’의 기준을 먼저 정의한다. 보기 오답/정답 분석 A 정답. 성공 기준이 없으면 결과를 평가할 수 없으므로 ‘좋음’의 기준을 먼저 정의한다. B 오답. 평가 기준 설정은 사람이 할 정의 작업이다. C 오답. 기준 없이 만들면 판단이 자의적이다. D 오답. 기준 부재는 재작업과 혼선을 부른다. 실무 포인트: 과제는 ‘좋은 결과’의 성공 기준을 먼저 정한다. 변별 의도: 기준 없이 만드는 사람과 성공 기준을 정의하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0006,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
137,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“행사 운영안을 AI로 짜줘”라고만 요청받았다. 가장 적절한 조치는?,제약은 나중에 맞추기로 하고 우선 이상적인 안을 만든다,AI가 합리적인 제약을 가정해 만들게 한다,제약은 일반적인 수준일 테니 따지지 않는다,예산·인원·기한 등 제약 조건을 먼저 정리해 전달한다,,1,정답 근거 제약 조건이 빠지면 실행 불가능한 안이 나오므로 예산·인원·기한 등을 먼저 정리한다. 보기 오답/정답 분석 A 오답. 제약 없는 안은 실행 단계에서 다시 갈아엎게 된다. B 오답. 실제 제약을 AI가 임의로 가정하면 어긋난다. C 오답. 가정한 제약은 실제와 다를 수 있다. D 정답. 제약 조건이 빠지면 실행 불가능한 안이 나오므로 예산·인원·기한 등을 먼저 정리한다. 실무 포인트: 요구엔 예산·인원·기한 등 제약을 먼저 담는다. 변별 의도: 제약을 미루는 사람과 먼저 정리하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0007,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
138,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“우리 시장을 전부 분석해줘”라는 광범위한 요청을 받았다. 가장 적절한 조치는?,범위가 넓어도 AI가 알아서 다 분석하게 그대로 맡긴다,‘전부’라 했으니 가능한 모든 항목을 다 분석한다,답해야 할 핵심 질문으로 분석 범위를 좁힌다,우선 넓게 분석하고 필요하면 줄인다,,1,정답 근거 막연한 ‘전부’ 대신 의사결정에 필요한 핵심 질문으로 범위를 좁혀야 한다. 보기 오답/정답 분석 A 오답. 범위 미정 분석은 깊이도 초점도 잃는다. B 오답. 초점 없는 전수 분석은 비효율적이다. C 정답. 막연한 ‘전부’ 대신 의사결정에 필요한 핵심 질문으로 범위를 좁혀야 한다. D 오답. 범위부터 좁히는 것이 효율적이다. 실무 포인트: 광범위한 요구는 핵심 질문으로 범위를 좁힌다. 변별 의도: ‘전부’를 그대로 받는 사람과 범위를 좁히는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0008,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
139,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“이번 달 안에 신규 채널을 열어줘”라는 요청에 예산·인력 정보가 빠져 있다. 가장 적절한 조치는?,가용 예산·인력 등 빠진 제약을 확인해 요구를 보완한다,예산·인력 등 제약 정보 없이 AI가 실행 계획을 완성하게 맡긴다,기한만 지키면 되니 제약은 따지지 않고 진행한다,제약은 보통 수준일 거라 가정하고 시작한다,,1,정답 근거 실행 가능성을 좌우하는 예산·인력 등 제약을 확인해 요구사항을 보완해야 한다. 보기 오답/정답 분석 A 정답. 실행 가능성을 좌우하는 예산·인력 등 제약을 확인해 요구사항을 보완해야 한다. B 오답. 제약 없는 계획은 실행 단계에서 무너진다. C 오답. 자원 제약을 무시하면 계획이 비현실적이 된다. D 오답. 가정한 제약은 실제와 다를 수 있다. 실무 포인트: 빠진 제약(예산·인력)은 확인해 요구를 보완한다. 변별 의도: 제약을 가정하는 사람과 확인해 보완하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0009,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
140,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,요청 내용 일부가 불분명한데 바로 AI에게 추측해서 채우게 하려 한다. 가장 적절한 조치는?,불분명한 부분은 AI가 맥락으로 그럴듯하게 채우게 둔다,불분명한 부분은 요청자에게 물어 확인한 뒤 진행한다,대략 이런 뜻이겠거니 짐작해 그대로 진행한다,일단 만들고 틀리면 그때 고친다,,1,정답 근거 불분명한 요구는 AI 추측이 아니라 요청자 확인으로 메워야 오해를 막는다. 보기 오답/정답 분석 A 오답. AI 추측은 요청 의도와 어긋날 수 있다. B 정답. 불분명한 요구는 AI 추측이 아니라 요청자 확인으로 메워야 오해를 막는다. C 오답. 짐작은 요구 오해로 이어진다. D 오답. 사전 확인이 재작업보다 효율적이다. 실무 포인트: 불분명한 요구는 추측 말고 요청자에게 확인한다. 변별 의도: AI·짐작으로 채우는 사람과 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0010,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
141,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“고객 응대를 더 좋게 만들어줘”라는 목표를 AI 과제로 바꾸려 한다. 가장 적절한 조치는?,‘좋게’의 의미와 기준을 AI가 알아서 정해 개선하게 맡긴다,좋게 만드는 건 느낌의 문제이니 지표 없이 진행한다,‘좋게’를 응답시간·만족도 등 측정 가능한 지표로 바꾼다,우선 이것저것 개선하고 결과로 판단한다,,1,정답 근거 모호한 목표는 응답시간·만족도 등 측정 가능한 형태로 재정의해야 진행·평가가 가능하다. 보기 오답/정답 분석 A 오답. 측정 기준 정의는 사람이 할 일이다. B 오답. 측정 없는 목표는 달성 여부를 알 수 없다. C 정답. 모호한 목표는 응답시간·만족도 등 측정 가능한 형태로 재정의해야 진행·평가가 가능하다. D 오답. 지표 없는 개선은 평가가 흔들린다. 실무 포인트: 모호한 목표는 측정 가능한 지표로 바꾼다. 변별 의도: 느낌으로 두는 사람과 측정 가능하게 정의하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0011,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
142,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“우리 팀 인력 배치를 AI가 결정하게 해줘”라는 요청을 받았다. 가장 적절한 조치는?,업무 효율을 위해 인력 배치 최종 결정까지 AI에 전부 맡긴다,AI 판단이 객관적이니 결정 그대로 적용한다,배치는 민감하니 AI를 전혀 쓰지 않는다,"AI는 분석·후보 제시까지, 최종 배치 결정은 사람이 한다",,1,정답 근거 사람·책임이 걸린 배치 결정은 사람이 맡고 AI는 분석·후보 제시로 역할을 한정해야 한다. 보기 오답/정답 분석 A 오답. 사람·책임이 걸린 결정을 AI에 위임하면 안 된다. B 오답. AI 결과도 편향·오류가 있어 그대로 실행할 수 없다. C 오답. 분석 보조까지 배제할 필요는 없다. D 정답. 사람·책임이 걸린 배치 결정은 사람이 맡고 AI는 분석·후보 제시로 역할을 한정해야 한다. 실무 포인트: 사람·책임이 걸린 결정은 AI에 위임하지 않는다. 변별 의도: 결정까지 맡기는 사람과 역할을 한정하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0012,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
143,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,한 요청에 분석·요약·기획·디자인까지 여러 요구가 한꺼번에 담겨 있다. 가장 적절한 조치는?,요구를 나눠 우선순위와 처리 순서를 먼저 정한다,모든 요구를 한 번에 AI에 넣어 통째로 처리하게 한다,눈에 먼저 띄는 요구부터 임의로 처리한다,요구가 많으니 가장 쉬운 것만 처리한다,,1,정답 근거 여러 요구가 섞이면 나눠서 우선순위·순서를 정해야 명확히 처리할 수 있다. 보기 오답/정답 분석 A 정답. 여러 요구가 섞이면 나눠서 우선순위·순서를 정해야 명확히 처리할 수 있다. B 오답. 한꺼번에 맡기면 각 요구의 품질이 떨어진다. C 오답. 임의 순서는 중요한 요구를 놓칠 수 있다. D 오답. 우선순위 없이 쉬운 것만 하면 핵심을 놓친다. 실무 포인트: 섞인 요구는 나눠 우선순위·순서를 정한다. 변별 의도: 한꺼번에 맡기는 사람과 우선순위를 정하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0013,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
144,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,"“있는 데이터로 분석해줘”라는 요청을 받았는데, 그 데이터가 실제로 있는지 확인되지 않았다. 가장 적절한 조치는?",데이터가 당연히 있다고 보고 AI가 분석을 진행하게 맡긴다,데이터 존재·접근 가능 여부 등 전제를 먼저 확인한다,부족한 데이터는 AI가 적당히 추정해 채우게 한다,일단 시작하고 데이터가 없으면 그때 멈춘다,,1,정답 근거 분석의 전제(데이터 존재·접근)가 충족되는지 먼저 확인해야 헛수고를 막는다. 보기 오답/정답 분석 A 오답. 없는 데이터를 전제하면 분석이 성립하지 않는다. B 정답. 분석의 전제(데이터 존재·접근)가 충족되는지 먼저 확인해야 헛수고를 막는다. C 오답. 추정으로 채우면 결과를 신뢰할 수 없다. D 오답. 전제 확인이 사전에 이뤄져야 한다. 실무 포인트: 분석 전 데이터 존재 등 전제를 먼저 확인한다. 변별 의도: 전제를 가정하는 사람과 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0014,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
145,AXIS,L2,업무문제 정의·요구사항 재구성,업무흐름 설계형,업무흐름 설계형,tool_use,medium,“시장 보고서를 AI로 만들어줘”라는 과제를 작업 흐름으로 설계하려 한다. 가장 적절한 구성은?,자료 수집부터 검토까지 전부 AI가 한 번에 처리하게 한다,초안부터 AI로 받고 정의·검토는 생략한다,문제정의→자료수집→초안→사람 검토 순으로 단계를 나눈다,순서 없이 떠오르는 대로 AI에 요청한다,,1,정답 근거 과제는 정의·수집·생성·검토 단계로 나눠야 각 지점의 책임과 품질을 관리할 수 있다. 보기 오답/정답 분석 A 오답. 단계 구분 없는 일괄 처리는 검토 지점을 없앤다. B 오답. 정의·검토 없는 흐름은 품질을 담보 못 한다. C 정답. 과제는 정의·수집·생성·검토 단계로 나눠야 각 지점의 책임과 품질을 관리할 수 있다. D 오답. 흐름 설계 없는 요청은 결과가 흔들린다. 실무 포인트: 과제는 정의·수집·생성·검토 단계로 흐름을 짠다. 변별 의도: 일괄로 맡기는 사람과 단계를 설계하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0015,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
146,AXIS,L2,업무문제 정의·요구사항 재구성,업무흐름 설계형,업무흐름 설계형,tool_use,medium,보고 업무 흐름에서 어디에 AI를 넣을지 정하려 한다. 가장 적절한 설계는?,효율을 위해 문제 정의부터 판단까지 모든 단계에 AI를 넣는다,AI는 마지막 검토 단계에만 넣어 마무리하게 한다,어느 단계든 상관없으니 닥치는 대로 AI를 쓴다,정의·판단은 사람이 하고 자료정리·초안 생성에 AI를 넣는다,,1,"정답 근거 흐름에서 정의·판단은 사람이, 반복적 정리·초안 생성은 AI가 맡도록 투입 지점을 나눈다. 보기 오답/정답 분석 A 오답. 정의·판단까지 AI에 맡기면 책임·품질이 흔들린다. B 오답. 검토는 사람이 할 일이며 AI 투입 지점이 부적절하다. C 오답. 투입 지점 설계 없이는 효과가 흩어진다. D 정답. 흐름에서 정의·판단은 사람이, 반복적 정리·초안 생성은 AI가 맡도록 투입 지점을 나눈다. 실무 포인트: AI는 정리·생성에, 정의·판단·검토는 사람에 둔다. 변별 의도: 전 단계에 AI를 넣는 사람과 투입 지점을 설계하는 실무자를 구분한다.",AXIS-L2-OBJ-PRB-0016,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
147,AXIS,L2,업무문제 정의·요구사항 재구성,업무흐름 설계형,업무흐름 설계형,tool_use,medium,“신사업 검토를 통째로 AI로 해줘”라는 큰 요구를 받았다. 가장 적절한 첫 조치는?,큰 요구를 처리 가능한 작업 단위로 나눈다,통째로 AI에 맡겨 신사업 검토 전체를 한 번에 받는다,가장 그럴듯한 결론부터 AI에게 먼저 받는다,요구가 크니 일부만 임의로 골라 처리한다,,1,정답 근거 큰 요구는 시장·경쟁·재무 등 처리 가능한 작업 단위로 나눠야 각 단위를 다룰 수 있다. 보기 오답/정답 분석 A 정답. 큰 요구는 시장·경쟁·재무 등 처리 가능한 작업 단위로 나눠야 각 단위를 다룰 수 있다. B 오답. 큰 요구를 통째로 맡기면 깊이와 검증이 부족하다. C 오답. 결론부터 받으면 근거 단위가 빠진다. D 오답. 임의 선택은 핵심 단위를 놓칠 수 있다. 실무 포인트: 큰 요구는 처리 가능한 작업 단위로 나눈다. 변별 의도: 통째로 맡기는 사람과 작업 단위로 분해하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0017,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
148,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,easy,"모호한 업무 요청을 받았을 때, 기본적으로 가장 먼저 할 일은?",확인 없이 바로 AI로 결과부터 만든다,요청의 목적과 원하는 산출물을 확인한다,요청자가 알아서 설명해 줄 때까지 기다린다,지난번과 같은 요청이라고 가정하고 시작한다,,1,정답 근거 모호한 요청은 목적과 산출물을 먼저 확인하는 것이 기본이다. 보기 오답/정답 분석 A 오답. 목적 확인 없이 만들면 빗나가기 쉽다. B 정답. 모호한 요청은 목적과 산출물을 먼저 확인하는 것이 기본이다. C 오답. 능동적으로 확인하는 것이 실무 태도다. D 오답. 가정은 요구 오해를 부른다. 실무 포인트: 모호한 요청은 목적·산출물부터 확인한다. 변별 의도: 바로 만드는 사람과 목적을 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0018,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
149,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,easy,진행 중 요구사항이 바뀌었다는 말을 들었다. 기본적으로 할 일은?,이미 시작했으니 기존 요구대로 끝까지 진행한다,변경은 사소할 테니 확인 없이 그대로 둔다,변경된 최신 요구를 확인해 반영한다,변경 내용을 AI가 추측해 반영하게 둔다,,1,정답 근거 요구가 바뀌면 최신 요구를 확인해 반영해야 헛작업을 막는다. 보기 오답/정답 분석 A 오답. 옛 요구로 끝내면 결과가 쓸모없을 수 있다. B 오답. 확인 없는 가정은 오해를 부른다. C 정답. 요구가 바뀌면 최신 요구를 확인해 반영해야 헛작업을 막는다. D 오답. 변경 요구는 사람이 확인해야 한다. 실무 포인트: 요구가 바뀌면 최신 요구를 확인해 반영한다. 변별 의도: 옛 요구로 진행하는 사람과 최신 요구를 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0019,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
150,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,easy,"업무를 AI에 맡기기 전, 사람이 먼저 해야 할 일로 가장 적절한 것은?",문제 정의까지 포함해 전부 AI가 알아서 하게 맡긴다,정의는 생략하고 바로 AI에 결과를 요청한다,AI가 먼저 만들면 그에 맞춰 목표를 정한다,문제와 목표를 사람이 정의한 뒤 AI에 맡긴다,,1,정답 근거 문제·목표 정의는 사람이 먼저 하고 그 다음 실행을 AI에 맡기는 것이 기본이다. 보기 오답/정답 분석 A 오답. 정의를 AI에 맡기면 방향이 어긋난다. B 오답. 정의 없는 요청은 빗나가기 쉽다. C 오답. 목표가 결과에 끌려가면 본말이 전도된다. D 정답. 문제·목표 정의는 사람이 먼저 하고 그 다음 실행을 AI에 맡기는 것이 기본이다. 실무 포인트: 문제·목표 정의는 사람이 먼저 한다. 변별 의도: 정의까지 맡기는 사람과 정의 후 맡기는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0020,False,approved,import:AXIS_L2_객관식_업무문제정의_1차20문항_v1_1.html,2,,
151,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,hard,상사가 “새 협업툴을 AI로 도입 검토해줘”라고 했다. 실제 고충은 ‘정보 공유 지연’이다. 가장 적절한 첫 조치는?,요청대로 새 협업툴 후보를 AI가 조사·비교해 곧바로 보고서까지 만들게 한다,상사가 협업툴이라 했으니 목적은 따지지 않고 진행한다,도입은 수단임을 인식하고 해결할 진짜 문제(공유 지연)를 먼저 정의한다,협업툴 도입이 트렌드이니 바로 도입을 추진한다,,1,정답 근거 요구가 ‘해결책’ 형태로 와도 실제 목적(공유 지연 해소)을 먼저 정의해야 수단이 적절한지 판단할 수 있다. 보기 오답/정답 분석 A 오답. 수단부터 검토하면 진짜 문제를 놓칠 수 있다. B 오답. 해결책을 요구로 오해한 채 진행하는 것이다. C 정답. 요구가 ‘해결책’ 형태로 와도 실제 목적(공유 지연 해소)을 먼저 정의해야 수단이 적절한지 판단할 수 있다. D 오답. 트렌드는 문제 정의의 근거가 아니다. 실무 포인트: ‘해결책 형태의 요구’는 진짜 목적부터 되짚는다. 변별 의도: 수단부터 검토하는 사람과 목적을 먼저 정의하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0021,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
152,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,hard,"‘서비스 개선’ 과제에서 영업은 ‘매출’, CS는 ‘만족도’, 개발은 ‘안정성’을 ‘개선’으로 본다. 가장 적절한 첫 조치는?",부서별 정의를 모아 공통 성공 기준과 우선순위를 합의한다,정의가 제각각이니 AI가 알아서 종합해 공통 기준을 정하게 맡긴다,가장 목소리 큰 부서의 정의를 기준으로 삼는다,정의가 다르니 각 부서 요구를 따로따로 다 만든다,,1,정답 근거 부서마다 ‘개선’의 정의가 다르므로 공통 성공 기준과 우선순위를 합의해 요구를 통일해야 한다. 보기 오답/정답 분석 A 정답. 부서마다 ‘개선’의 정의가 다르므로 공통 성공 기준과 우선순위를 합의해 요구를 통일해야 한다. B 오답. 이해관계 조정은 사람이 합의할 일이다. C 오답. 임의 채택은 다른 부서 요구를 놓친다. D 오답. 공통 기준 없이는 과제가 흩어진다. 실무 포인트: 상충하는 정의는 공통 성공 기준으로 합의한다. 변별 의도: 정의를 AI·다수에 맡기는 사람과 합의하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0022,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
153,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“이번 캠페인은 좀 혁신적으로 가자”는 요청을 AI 과제로 바꾸려 한다. 가장 적절한 조치는?,‘혁신적’의 의미를 AI가 알아서 해석해 결과를 만들게 한다,혁신은 느낌이니 정의 없이 자유롭게 진행한다,이전 캠페인보다 화려하게 만들면 된다고 본다,‘혁신적’을 구체적 행동·산출물 형태로 함께 정의한다,,1,정답 근거 추상적 표현은 구체적 행동·산출물 기준으로 정의해야 AI가 다룰 수 있는 과제가 된다. 보기 오답/정답 분석 A 오답. 추상어 해석을 AI에 맡기면 의도와 어긋난다. B 오답. 정의 없는 추상 목표는 평가가 불가능하다. C 오답. 화려함이 ‘혁신’의 정의는 아니다. D 정답. 추상적 표현은 구체적 행동·산출물 기준으로 정의해야 AI가 다룰 수 있는 과제가 된다. 실무 포인트: 추상적 요청은 구체적 행동·산출물로 정의한다. 변별 의도: 추상어를 AI에 맡기는 사람과 구체화하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0023,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
154,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“경쟁사 자료를 모아줘”라는 요청에 무엇에 쓸지(목적)가 빠져 있다. 가장 적절한 조치는?,목적과 무관하게 AI가 경쟁사 자료를 최대한 많이 모으게 한다,수집 목적(무엇을 결정·판단하려는지)을 먼저 확인한다,자료는 많을수록 좋으니 목적 없이 다 모은다,늘 하던 항목대로 모으면 된다고 보고 진행한다,,1,정답 근거 목적에 따라 모을 자료가 달라지므로 무엇에 쓸지부터 확인해야 한다. 보기 오답/정답 분석 A 오답. 목적 없는 수집은 쓸모를 보장하지 못한다. B 정답. 목적에 따라 모을 자료가 달라지므로 무엇에 쓸지부터 확인해야 한다. C 오답. 목적 없는 대량 수집은 비효율적이다. D 오답. 목적이 다르면 필요한 자료도 다르다. 실무 포인트: 수집·분석 과제는 목적부터 확인한다. 변별 의도: 목적 없이 모으는 사람과 목적을 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0024,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
155,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“이 내용 좀 만들어줘”라는 요청에 산출물이 보고서인지 슬라이드인지 표인지 불명확하다. 가장 적절한 조치는?,필요한 산출물 형식과 용도를 먼저 확인한다,형식은 AI가 알아서 가장 적절한 것으로 만들게 둔다,형식은 나중에 바꾸면 되니 일단 보고서로 만든다,내용만 맞으면 형식은 상관없다고 보고 진행한다,,1,정답 근거 형식·용도에 따라 구성과 분량이 달라지므로 산출물 형태를 먼저 확인한다. 보기 오답/정답 분석 A 정답. 형식·용도에 따라 구성과 분량이 달라지므로 산출물 형태를 먼저 확인한다. B 오답. 용도 모르는 형식 선택은 빗나갈 수 있다. C 오답. 형식 가정은 재작업을 늘린다. D 오답. 용도에 맞는 형식도 요구의 일부다. 실무 포인트: 요구엔 산출물 형식·용도를 먼저 확인한다. 변별 의도: 형식을 가정·위임하는 사람과 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0025,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
156,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“시간 날 때 분석 좀 해줘”라는 요청에 기한이 불명확하다. 가장 적절한 조치는?,기한은 정하지 말고 AI가 빠르게 끝내게 맡긴다,‘시간 날 때’라 했으니 급할 것 없다고 보고 미룬다,필요 시점과 중간 점검 일정을 먼저 확인해 정한다,기한이 없으니 가장 빨리 되는 만큼만 한다,,1,정답 근거 기한·중간 점검을 정해야 작업 범위와 우선순위를 조정할 수 있다. 보기 오답/정답 분석 A 오답. 기한 미정은 우선순위·범위 판단을 어렵게 한다. B 오답. 막연한 가정은 일정 충돌을 부른다. C 정답. 기한·중간 점검을 정해야 작업 범위와 우선순위를 조정할 수 있다. D 오답. 필요 시점 확인 없이 범위를 줄이면 안 된다. 실무 포인트: 요구엔 필요 시점·중간 점검을 먼저 정한다. 변별 의도: 기한을 가정·위임하는 사람과 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0026,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
157,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,“매출 데이터를 분석해줘”라는 요청에 대상 기간·단위·범위가 불명확하다. 가장 적절한 조치는?,범위는 AI가 적절히 잡아 분석하게 그대로 맡긴다,분석 기간·단위·대상 범위를 먼저 정의한다,전체 기간을 다 분석하면 되니 범위는 안 따진다,지난번과 같은 기간이라고 보고 그대로 분석한다,,1,정답 근거 같은 ‘매출 분석’도 기간·단위·범위에 따라 결과가 달라지므로 먼저 정의해야 한다. 보기 오답/정답 분석 A 오답. 범위 결정은 요구 정의의 핵심이다. B 정답. 같은 ‘매출 분석’도 기간·단위·범위에 따라 결과가 달라지므로 먼저 정의해야 한다. C 오답. 목적 없는 전수 분석은 초점을 잃는다. D 오답. 가정한 범위는 실제와 다를 수 있다. 실무 포인트: 분석 과제는 기간·단위·범위를 먼저 정의한다. 변별 의도: 범위를 위임·가정하는 사람과 정의하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0027,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
158,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,요청서에 형식·분량·서체까지 상세하나 ‘왜 만드는지’ 목적이 빠져 있다. 가장 적절한 조치는?,세부 지시가 충분하니 목적 없이 그대로 만든다,목적은 AI가 세부 지시로 유추해 채우게 한다,상세하니 일단 만들고 목적은 나중에 맞춘다,세부 지시보다 먼저 작성 목적을 확인한다,,1,정답 근거 세부가 많아도 목적이 없으면 방향이 틀리므로 목적을 먼저 확인해야 한다. 보기 오답/정답 분석 A 오답. 목적 없는 상세 지시는 엉뚱한 결과를 낳을 수 있다. B 오답. 목적 유추를 AI에 맡기면 빗나간다. C 오답. 목적 확인이 먼저다. D 정답. 세부가 많아도 목적이 없으면 방향이 틀리므로 목적을 먼저 확인해야 한다. 실무 포인트: 세부 지시가 많아도 목적부터 확인한다. 변별 의도: 세부만 보는 사람과 목적을 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0028,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
159,AXIS,L2,업무문제 정의·요구사항 재구성,현업문제정의형,현업문제정의형,tool_use,medium,"“기존 양식은 절대 못 바꾼다”는 전제로 과제가 왔지만, 실제로는 협의 가능성이 있다. 가장 적절한 조치는?",제약이 실제 고정인지 협의 가능한지 먼저 확인한다,제약이라 했으니 양식은 손대지 않고 그 안에서만 한다,제약 여부 판단을 AI에게 맡겨 알아서 처리하게 한다,양식이 불편하니 임의로 바꿔 진행한다,,1,정답 근거 잘못 고정된 제약은 더 나은 해법을 막으므로 진짜 제약인지 먼저 확인해야 한다. 보기 오답/정답 분석 A 정답. 잘못 고정된 제약은 더 나은 해법을 막으므로 진짜 제약인지 먼저 확인해야 한다. B 오답. 가짜 제약을 그대로 받으면 더 나은 해법을 놓친다. C 오답. 제약 협의는 사람이 확인할 일이다. D 오답. 확인 없이 바꾸면 다른 문제를 부른다. 실무 포인트: 주어진 제약이 진짜인지부터 확인한다. 변별 의도: 제약을 그대로 받는 사람과 진위를 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-PRB-0029,False,approved,import:AXIS_L2_객관식_업무문제정의_2차20문항_v1_1.html,2,,
